block,registration_gap,pct_registered,total_eligible_to_vote,registered_total,hisp_registration_gap,pct_hisp_registered,total_eligible_hispanic,registered_hisp_total,registered_1824_total,registered_2534_total,registered_3544_total
060816101001025,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816101002003,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102011001,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102011002,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102011003,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102011004,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102011005,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102011006,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA
060816102011007,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA
060816102011008,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102011011,NA,NA,10,NA,NA,NA,3,NA,NA,NA,NA
060816102011012,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102011014,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102012010,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102013002,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102013010,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021000,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021002,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021005,NA,NA,8,NA,NA,NA,2,NA,NA,NA,NA
060816102021006,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021007,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021008,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021009,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021010,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021011,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021012,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021013,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021014,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021015,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021017,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021022,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021023,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021024,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021028,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022001,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022002,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022004,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022006,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022007,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022012,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022013,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022014,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022015,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022016,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022019,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022021,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022022,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022023,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022024,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022030,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022032,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022033,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022036,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA
060816102022037,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022038,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022041,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022044,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022047,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022048,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022049,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022051,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022052,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022053,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022054,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031000,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031001,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031011,NA,NA,7,NA,NA,NA,4,NA,NA,NA,NA
060816102031014,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031015,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA
060816102031016,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031017,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031018,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031021,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031022,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA
060816102031023,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031024,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031025,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031026,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031027,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031028,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031030,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031032,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031033,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031034,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102032000,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103021000,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103021001,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103021002,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103021003,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103021004,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103021006,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103021007,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103021008,NA,NA,32,NA,NA,NA,9,NA,NA,NA,NA
060816103021009,NA,NA,35,NA,NA,NA,15,NA,NA,NA,NA
060816103021010,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103021011,NA,NA,35,NA,NA,NA,12,NA,NA,NA,NA
060816103021012,NA,NA,18,NA,NA,NA,4,NA,NA,NA,NA
060816103021013,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103021016,NA,NA,45,NA,NA,NA,13,NA,NA,NA,NA
060816103021017,NA,NA,36,NA,NA,NA,10,NA,NA,NA,NA
060816103021018,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103021020,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA
060816103021024,NA,NA,44,NA,NA,NA,14,NA,NA,NA,NA
060816103021026,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103021027,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103021028,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103021030,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103021031,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103021032,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103021033,NA,NA,19,NA,NA,NA,4,NA,NA,NA,NA
060816103022000,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103022001,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103022002,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103022003,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103022004,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103022005,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103022006,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103022007,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103022008,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103022009,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103022010,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103022011,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103022012,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103022013,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103022017,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103022018,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103022019,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103022020,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103022021,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103022022,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103031014,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103032000,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103032001,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103032010,NA,NA,8,NA,NA,NA,2,NA,NA,NA,NA
060816103032022,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103033000,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103033001,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103033003,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103033014,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103034005,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103035000,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103041000,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103042000,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103042001,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103042006,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103042007,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103042008,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103042009,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103042010,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103042011,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103042012,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103042023,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103042025,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103043000,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103043006,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103043009,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103043010,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103043011,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103043012,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103043014,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103043015,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103043016,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103043017,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103043019,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103043020,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103043021,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103043022,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103043023,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103043024,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103043025,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103043026,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103043027,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103043028,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816104001011,NA,NA,8,NA,NA,NA,2,NA,NA,NA,NA
060816104001012,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816104002000,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816105001001,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816105001012,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816105001014,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816105002014,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA
060816107001000,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816107001008,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816107002000,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816107002003,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816107002006,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816107002008,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816107002015,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816107003004,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816107003005,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816107004001,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816107004007,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816107004010,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816111002012,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA
060816111002013,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816111003009,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816112001000,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816112002002,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816112002021,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816113001000,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816113001004,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816113001005,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816113001025,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816113002001,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816113002006,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816113002007,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816113002008,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816113002009,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816113002010,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816113004006,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816113004007,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816113004010,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060819901000016,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060819901000017,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060819901000018,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060819901000022,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060819901000025,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
